Protein	Protein State	Deut Time	MS File	Start Idx	End Idx	z	maxD	#D left	#D right	Start RT	End RT	Confidence	Theor mono m/z	mono inty	m+1 inty	m+2 inty	...																													
	+iBET-151	600s	N66428_23_01_33	383	390	1	6	3.6119	0	8.08	8.27	Medium	917.4363	2479.986	8016.9066	15746.0157	17743	14826.0383	7493.0231	2517.0775	816.0128	239.0641	11112.0157	7014.0826	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	384	390	1	5	2.1888	0	8.13	8.3	High	788.3937	10127.1483	29302.7755	47033	45670.1303	27385.8587	10310.8737	2531.9665	615.0497	139.9471	58.1319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	389	399	2	8	2.4386	0	7.67	7.97	Medium	675.2969	4337.0136	10950.9865	15909.022	23731	19923.0318	11636.1021	5690.9498	2233.868	883.915	413.1696	241.1665	223.0609	509.1293	346.1789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	389	407	3	16	2.7635	0	9.74	9.96	Medium	746.7038	2436.026	4277.0273	7377.9499	8453.0294	9722	6837.0723	4765.983	3576.9721	2061.0017	1307.9862	628.9964	295.9547	287.0538	211.9896	176.9794	163.0347	251.0052	477.9779	547.9983	777.0479	1171.9509	880.0016	766.0702	716.9669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	390	399	2	7	2.1787	0	6.35	6.62	Medium	617.7834	4607.8593	11684.9466	19466	17935.0965	10738.0082	5247.9635	2215.8596	1000.1071	433.9639	278.0221	4849.0494	373.0723	267.923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	390	400	2	8	1.5823	0	8.9	9.06	Medium	683.3036	3203.9659	6965.9886	7865	6658.0372	4854.0137	2047.0482	1107.9527	387.9995	390.0397	241.9446	384.9992	448.9657	159.9763	192.0195	3368.9827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	390	406	2	14	2.2835	0	6.76	6.81	Medium	1005.4965	149.0023	332.9973	503.9999	512	235.0036	254.0039	157.0024	135.0021	69.0011	137.0021	87.0013	39.0006	48.0007	79.0012	27.0004	73.0011	98.0015	50.0008	117.0018	94.0014	77.0012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	391	399	1	6	1.6035	0	4.78	5.05	Medium	1071.4962	1030.9961	3147.0003	3397	2530.9944	1486.9877	499.9994	259.019	75.0051	27.006	33.0188	175.9795	34.9886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	391	400	2	7	1.6968	0	7.37	7.67	Medium	601.772	105614.4348	237527.1623	268034	242467.8058	154677.3151	67447.1457	20838.2274	50146.7136	34887.1598	12650.1741	3660.4933	1124.7326	650.2999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	391	404	2	11	1.9995	0	6.63	6.93	Medium	816.4013	15567.3381	38093.7026	61713.0045	68150	47652.4849	28631.6312	12181.416	5566.5972	2859.7314	1533.856	1278.04	667.6173	654.0986	537.6295	23407.1618	34261.6625	25371.5373	4444.5426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	391	406	2	13	2.2148	0	5.43	5.73	Medium	923.9648	8077.2877	22008.9375	39389.9107	41730	34232.163	22760.3131	12032.1978	6070.2234	3344.8949	2184.0833	1123.2428	513.2277	296.0929	271.8961	404.9787	299.9135	536.7878	925.2108	778.7562	1188.1923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	391	407	2	14	2.1949	0	7.99	8.3	Medium	980.5069	11022.6751	39432.2617	70305.5311	72827	68557.5053	40230.1527	21181.8944	10452.5942	5144.0632	2639.2634	1483.5438	1073.4856	768.998	375.6089	417.8371	434.5061	712.3233	1651.3454	2834.8467	3489.384	1990.2824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	391	410	3	17	2.3395	0	7.79	8.09	Medium	772.7339	7729.1954	16365.1248	22558.9716	26647	25769.9484	19913.9921	13442.026	7536.8703	4954.1016	2405.0813	1129.1481	848.1825	553.7989	415.1459	439.9489	500.94	515.1713	1068.9702	1277.9663	1314.9675	929.0974	962.0325	1112.0706	1841.9304	1787.0385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	400	406	1	5	1.2094	0	3.01	3.32	Medium	794.4441	11743.9641	14287	13021.0412	7880.0321	2972.071	1461.0738	328.9705	107.0408	37.933	30.0848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	400	407	1	6	0.6103	0	4.79	5	Medium	907.5281	6323	5732.0429	2230.9717	992.0361	403.0086	394.0357	52.9691	49.9781	33.9619	10.0342	24.0242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	400	410	2	9	1.7821	0	4.32	4.45	Low	632.3581	3159.9908	3511.9787	3485.0018	2176.9996	980.0068	583.0183	221.0238	3835	139.9759	239.9837	22.9977	221.0238	11.9963	203.995	375.9804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	400	425	3	24	4.6334	0	11.73	12.03	Medium	1015.5146	1987.0493	3997.0181	4229.917	6408.888	7608.1092	11305.0905	15172	14834.9216	12467.9646	9255.0705	5993.0963	3984.9796	1805.0825	1077.91	595.9064	613.9642	398.8915	490.1064	641.0509	554.0031	623.9191	947.1069	1092.9581	1155.0028	1249.9218	1146.8999	1042.026	945.9494	1067.9551	902.8885	597.064	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	401	407	1	5	0.4372	0	4.09	4.21	Medium	776.4876	10679	7994.0548	2412.9798	584.0167	514.9255	139.975	83.9198	6.0292	20.043	36.9899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	401	425	3	23	4.3778	0	11.49	11.79	Medium	971.8344	1688.0298	5020.0742	7896.9409	7732.9415	9441.921	12441.946	13868	13662.9479	12856.0709	7532.9681	5854.0376	2516.9145	1101.0178	778.9442	431.9003	282.9254	418.992	239.9681	340.0607	497.9233	614.9448	565.0043	819.9969	850.0459	1233.9102	843.0627	741.9121	1289.9875	1429.0166	2027.0325	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	405	425	3	19	3.5756	0	10.83	11.14	Medium	828.7482	19375.369	35937.0494	46010.5322	43938.2801	57623.4382	82356	79527.2313	75113.7992	49784.3182	24762.7219	13788.2053	6166.4895	2608.8511	1063.1445	676.0895	517.7489	780.3933	1348.4091	1490.413	1676.4005	1546.9632	2048.3754	3003.4461	2566.1242	2225.5661	1867.4146	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	407	424	3	16	4.1534	0	9.63	9.94	Medium	713.359	1116.9613	3322.0021	4199.9514	6191.0307	7834.9384	9657	9125.0435	7366.9346	4099.0123	2463.9459	877.9493	774.9472	325.9523	517.0735	244.0222	288.9659	139.9886	143.9672	311.9534	217.9401	213.9615	334.941	420.9972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	407	425	2	17	4.1717	0	10.63	10.79	Medium	1135.0551	879.1371	2437.8294	5454.8595	9746.0557	18450.9786	24632	23260.8619	16937.0136	10217.0086	4408.8405	2087.1518	1006.1778	584.0868	367.9672	334.1397	231.154	169.8888	240.1747	392.0222	410.8152	490.1217	657.0037	831.027	843.0545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	408	423	2	14	4.9317	0	5.83	6.12	Medium	956.4508	247.9945	419.0066	522.9957	843.0019	1098.9997	1176	972.9926	1094.998	620.9912	368.995	319.0013	251.9962	283.9914	151.0039	151.0039	276.006	188.9926	198.0008	232.9928	121.0005	323.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	408	424	2	15	3.6232	0	9.19	9.25	Medium	1012.9929	112.0027	200.004	293.0051	541.0006	743	683.0022	719.9963	679.9978	225.0031	133.9974	118.9979	65.9953	34.001	102.0031	220.0033	266.997	101.0054	59.0001	55.9957	173.9959	75.9949	127.0022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	408	425	3	16	3.3722	0	10.19	10.49	Medium	719.3445	26962.5535	65126.7228	87507.3834	164171.061	211312	191207.776	206281.9135	110900.5101	79123.9058	25946.863	12997.6146	5230.0002	2695.6105	2124.8891	1683.1443	1115.6474	944.7534	2273.2122	3540.407	4707.6451	7583.8228	7441.9485	7187.2198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	411	420	2	8	2.5406	0	5.88	6.1	Low	593.2622	659.9997	1531.9915	1958.97	2900.9906	2988.986	1406.974	819.9976	498.981	207.024	265.0071	357.9706	122.9758	305.0236	380.0204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	411	425	2	13	3.0143	0	10.48	10.63	Medium	900.4227	4530.5602	17813.9129	45269.7192	79353.2473	87096	58696.6039	36818.6097	19445.9247	9410.6474	4372.4092	2135.7026	1237.2988	769.4909	874.4818	405.3449	761.5169	692.4089	655.1969	923.6548	1394.1208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	413	425	2	11	2.0356	0	9.5	9.78	Medium	754.3697	4375.7282	10086.5166	15128.1401	15911.7388	10739.3338	4989.311	2188.409	1640.2169	892.5832	446.8365	660.4461	693.1415	648.4578	802.126	621.2117	487.1608	510.0475	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	415	425	2	9	1.3739	0	10.19	10.45	Low	618.8057	7334.0356	17688	13827.0579	7830.9244	3643.1315	1706.0479	670.9753	639.1269	9820.9088	439.1299	500.9373	788.9223	1524.9439	2052.0617	940.8769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	418	425	1	6	0.4762	0	9.51	9.75	High	908.4658	21932	20607.0776	8497.0394	3223.1188	1054.8511	517.051	341.0194	294.8362	273.0833	141.8962	69.9441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	426	441	2	12	2.5988	0	6.51	6.81	High	941.9251	5004.4384	20411.9004	53917.743	72356.6754	73174	46857.7109	24502.9897	10585.0236	4794.5244	2486.5873	902.1834	608.5272	575.0303	810.6252	662.1223	556.0487	494.6377	408.6623	726.8829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	426	445	3	16	2.372	0	6.24	6.41	Medium	790.377	14415.9396	28732.3537	41034.1802	52600	47545.0706	36195.1568	27008.3162	15936.1105	7402.6062	3156.7224	2127.7577	1265.7389	975.1888	610.7973	442.2461	478.3642	970.3731	1240.8576	2046.6926	2495.3597	1821.1551	1859.6811	1678.2879	1747.3136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	426	448	3	19	2.6263	0	9.09	9.39	High	909.1002	6718.5169	27131.0515	57021.219	100847	94971.7601	89798.2251	52460.137	31252.029	14500.3629	7960.3499	4299.4815	1577.2972	1921.9944	1120.2658	963.3054	755.5639	778.6463	1358.7839	2062.0276	3310.016	2792.9702	2763.7325	2589.8451	3834.7558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	426	453	4	24	3.5545	0	13.4	13.69	Medium	847.6572	2877.4212	11143.0754	22652.7602	41735.9572	52850.279	67299	50060.1458	40029.2213	30882.4724	14436.398	8552.1641	4386.9891	3638.3666	4103.56	3843.75	2515.9464	1565.0214	1897.7425	1773.4855	2755.2181	2765.4873	2668.9571	2235.5981	1769.3778	1739.5973	1496.2179	1053.6168	779.4299	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	428	445	3	14	0.65	0	6.31	6.37	Medium	712.3435	1153	808.9913	759.0078	438.9968	548.9923	244.9916	199.0018	114.9921	81.0012	14.0045	139.9927	52.9921	96.0086	81.0012	0	207.9922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	429	441	2	9	1.9641	0	5.19	5.48	Medium	767.8534	30845.1036	113750.3116	189680.8104	204972	136075.636	68689.9377	23861.0115	9961.6361	3959.6331	1366.7928	559.8533	700.5986	437.8741	359.6823	456.6401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	429	445	3	13	2.389	0	5.24	5.54	Medium	674.3292	8738.1931	11446.8999	21439.1767	31143	28542.1663	19437.1097	11342.8285	6468.1067	3449.0867	1408.0523	1016.0027	668.1477	660.0691	370.1899	246.1597	539.8405	822.1163	2136.0767	2762.8809	3652.0021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	429	448	3	16	1.6265	0	8.54	8.66	Medium	793.0524	843.9798	1448.9788	2363.981	2859	2458.9974	1595.9969	677.9846	636.0168	395.9891	238.021	130.0041	119.0105	279.9887	194.0028	243.9977	290.9824	216.9935	331.9904	517.0063	720.9994	513.9962	378.0153	544.0105	855.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	429	453	4	21	3.9357	0	13.3	13.57	Medium	760.6214	5786.7308	13760.9729	23188.2568	33318.2152	41674	38495.7494	31105.2676	25656.2021	14719.9169	8984.0585	4602.0407	2109.2952	1224.752	1493.1037	833.0349	873.0968	1191.0491	1215.2135	1400.8976	2148.7212	1949.6831	1804.6969	1666.7056	1412.9798	763.0854	471.8411	586.9398	628.9095	473.1129	396.1685	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	430	441	2	8	1.8755	0	4.88	5.19	High	716.3488	18746.6576	53068.6164	76862	72950.5821	46932.3231	19258.0154	7269.2558	2149.8138	1591.5424	415.185	745.9256	270.9258	221.6666	181.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	430	445	3	12	2.5847	0	5.02	5.32	Medium	639.9928	2170.0856	5094.0633	8369.9912	11957	11707.0406	7533.0833	3988.0385	2707.9544	1106.937	382.0547	353.0449	440.9868	147.9687	183.9117	234.9983	64.953	411.9769	596.9834	1035.0509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	430	448	3	15	2.7442	0	8.36	8.5	Medium	758.716	182.001	424.0033	861	582.0011	625.0018	538.0018	418.9977	316.9941	341.9957	168.9943	214.0052	175.9969	388.0051	255.9943	577.994	295.0011	197.0046	365.0004	192.9975	406.0042	231.0058	328.0038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	430	453	3	20	3.0433	0	13.37	13.44	Medium	979.4897	384.9665	836.9921	1714.9957	3666.9844	4484.9949	4540	3094.9728	2218.9783	1036.9918	779.0082	301.004	149.9825	183.0271	75.9957	215.0326	179.0091	160.0275	75.9957	317.0068	48.0082	89.0196	87.9805	91.0286	144.0247	197.0208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	431	441	2	7	1.9111	0	4.15	4.45	High	634.8171	29276.0292	82488.4652	157368.1524	160593	81780.273	39127.0074	10088.676	3719.847	989.9988	666.5339	485.1974	264.6531	198.4899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	431	445	2	11	2.4318	0	4.29	4.52	Medium	877.954	1437.9922	4610.9533	7706.0661	9945	6911.9533	6029.9767	2453.0545	1300.0506	512.0078	303.9572	378.0117	188.93	88.9261	125.9533	93.9339	42.9455	530.0661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	431	448	3	14	2.2872	0	7.68	7.87	Medium	704.3616	15682.5469	42712.8169	82592.8616	109011	103147.5106	67096.6157	33389.453	16018.5539	6404.0948	2949.2104	1656.7476	966.4361	873.2856	1046.2794	197.9447	592.1708	778.4718	1435.5153	2618.1935	4607.6214	3426.6065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	431	453	4	19	3.0448	0	13.2	13.5	High	694.1033	6331.231	22848.0978	44895.6052	81926.0358	102474	102369.2352	74046.7883	46306.0202	23035.7361	12209.0027	6262.4303	4370.4102	2447.117	2101.5496	2078.0949	1083.6115	1119.5756	1840.4196	2691.0468	3091.342	3793.4222	3649.5661	2578.4638	1652.7812	1397.9058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	442	448	1	5	0.5117	0	3.5	3.68	Medium	861.4611	11318	9270.9678	4498.0134	1537.0443	565.9432	201.0247	61.9999	32.986	35.0584	26.9415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	442	450	2	7	0.5934	0	8.69	8.83	Medium	554.3026	39675	38562.8771	18898.2193	8475.0183	3416.8872	1135.7336	716.1902	509.7482	291.1982	139.8478	147.718	162.2477	105.9453	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	442	452	2	9	1.0501	0	11.32	11.47	Medium	684.3441	2174.9883	4622	3245.027	1957.9761	920.0273	311.0249	380.9879	306.0175	246.9863	513.0148	322.0272	675.0158	714.0174	322.0272	94.0128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	442	453	2	10	1.1377	0	9.32	9.62	High	762.3947	103152.2679	240541.604	247052	154809.4519	83180.0165	32966.6551	13341.2227	5013.7966	3283.4713	2039.4466	550.3867	550.3867	527.7681	252.5747	373.2074	271.4236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	446	453	1	6	1.3952	0	10.37	10.52	Medium	1037.5084	5067.0515	11340	8495.9588	5317.9556	1549.03	813.9675	359.9176	524.9952	472.0458	213.0089	141.0254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	453	467	2	10	5.1465	0	6.73	7.03	Medium	857.9271	1420.9833	2954.0661	3509.9652	3694.0493	5597.0443	7738.984	10391	9612.0119	7852.0348	5092.0419	2596.0455	1618.069	837.0197	1342.9735	1234.0452	1025.0678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	454	466	2	8	4.6535	0	8.11	8.24	Low	744.358	286.9961	231.0016	307.0016	539.9992	520.9992	522.0047	969	709.0031	340.0039	278.9969	444.9992	359.0039	183.9969	169.9946	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	454	467	2	9	4.9758	0	7.22	7.51	High	779.8765	19218.4694	41391.05	56684.1018	93258.8118	197550.3247	360622.6214	438997	384878.4868	250195.1316	122779.8278	50708.8928	16719.8674	4514.9001	1647.8715	569.3865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	454	477	3	15	9.0776	0	7.49	7.8	High	831.0857	1850.4506	2763.0592	4626.1265	5547.1462	7290.3548	9224.9168	14669.0266	29727.0683	49577.3566	93637.0059	116511.0986	137806	125380.6448	84552.9757	53131.0628	22602.8335	10032.3861	4346.4561	1972.4121	874.7585	670.7883	1013.5423	1568.6774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	468	477	1	4	2.8652	0	3.69	3.99	Medium	951.5146	2304.1473	5569.8914	14291.9694	27785.1792	28083	15808.9271	3665.124	785.9041	251.9692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_33	471	477	1	2	1.4269	0	3.65	3.88	Low	678.3821	481.0164	1281.9885	1419.9934	618.9847	379.9817	139.9875	16.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	1	26	3	22	12.5063	0	10.14	10.37	Medium	912.1034	491.0428	961.0272	1688.9767	1360.0195	1203.0389	1278.9767	1417.93	1297.9611	1594.0545	2181.9339	2775.0778	4383.0117	5587.965	8836.0584	9914.0233	10455	9247.9728	6275.0739	4883.9455	3153.0117	1786.93	1341.035	529.0117	309.0156	517.0467	479.0778	453.0739	433.93	723.0039	685.9922	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	5	26	3	18	9.1601	0	9.63	9.94	Medium	772.7193	742.969	1223.0191	1401.9719	1290.9792	1298.9822	1562.0323	1298.9822	1109.0088	2774.9492	4037.9834	4950.0655	8453.0272	7005.0052	8598	5918.0374	3682.0458	2513.9983	1142.9889	538.9576	310.9371	220.0175	136.9697	266.986	834.9382	202.0435	332.9782	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	12	26	2	12	5.6778	0	8.95	9.17	Medium	824.3951	529.9962	828.0517	1415	4589.0483	6407.0251	6354.0255	9143.9613	11256.9393	11774	7781.9609	6075.0139	3029.9612	1254.0249	761.9369	427.9495	360.0381	300.0317	282.9641	346.0246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	15	21	1	5	2.2168	0	7.97	8.07	Low	688.3334	2548.0865	3639.0437	7621.1081	15482	5974.0416	1785.9757	489.0172	155.9185	124.0261	234.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	15	22	1	6	3.1179	0	6.69	6.84	Low	817.376	1075.8939	1818.8741	3246.97	4239.9248	5500.9851	2091.9946	4016.9536	2596.9588	1173.1063	396.1789	275.0493	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	15	26	2	10	4.6142	0	7.98	8.27	Medium	632.781	6557.8219	8884.3375	13220.294	22530.2612	34664.2232	51181	49205.1408	38675.2954	28447.6861	13947.3789	6071.2763	2771.6696	1188.6394	716.1513	352.9993	332.6941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	27	40	2	10	5.3106	0	3.08	3.32	Medium	706.8419	1902.9881	3315.7644	4273.2987	8610.1786	17666.6979	31934.9758	41668	32699.8587	25061.2022	11321.9207	3957.2996	1517.6855	684.1347	422.8156	136.064	1326.3058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	+iBET-151	600s	N66428_23_01_34	41	63	3	15	7.0927	0	3.7	3.99	Medium	839.4332	2053.8288	4887.1737	6001.043	6727.078	6535.0847	7964.0694	12144.0611	14943.1627	20607.1593	24323.135	25215	20504.8141	16038.179	10344.9409	5056.8512	2437.046	916.8741	382.8325	248.9373	146.9769	148.9007	235.0861	3019.9517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
